timestamp_coleta,mercado,ticker,ticker_yf,candle_time,open_1h,high_1h,low_1h,close_1h,volume_1h,last_price,previous_close,open_day,day_high,day_low,day_volume,market_cap,fifty_day_avg,two_hundred_day_avg,year_high,year_low,currency,exchange,short_name,sector,industry,country,beta,trailing_pe,forward_pe,price_to_book,dividend_yield,payout_ratio,bid,ask,regular_mkt_volume,avg_volume,avg_volume_10d,shares_outstanding,float_shares,book_value,profit_margins,ebitda_margins,operating_margins,gross_margins,return_on_assets,return_on_equity,revenue_growth,earnings_growth,target_mean_price,recommendation,recommendation_mean
2026-04-14 16:05:04,Global,COST,COST,2026-04-14 15:30:00,975.0399780273438,976.0,974.39501953125,975.2999877929688,75012.0,975.2999877929688,981.8,974.010009765625,976.0,966.0,1171930.0,432905831129.9722,993.2587976074219,949.1403497314453,1067.0799560546875,844.0599975585938,USD,NMS,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,United States,0.978,50.74402,43.412018,26.162884,0.53,0.27040002,980.74,983.76,1171930.0,2069823.0,1933700.0,443652540.0,440920691.0,37.278,0.029860001,0.047020003,0.036730003,0.12926,0.08718,0.29650998,0.215,0.455,1067.9375,buy,1.94595
2026-04-14 16:05:04,Global,CVX,CVX,2026-04-14 15:30:00,185.58999633789062,186.4499969482422,185.58999633789062,186.23989868164062,612368.0,186.23989868164062,191.48,188.60000610351562,189.16000366210938,184.60000610351562,7616319.0,370971030882.3214,191.23659912109375,163.87159973144531,214.7100067138672,132.3300018310547,USD,NYQ,Chevron Corporation,Energy,Oil & Gas Integrated,United States,0.587,28.048178,17.40194,1.9780139,3.71,1.0317,186.22,186.24,7616319.0,12779173.0,13428060.0,1991898801.0,1853872797.0,94.155,0.06661,0.20379,0.09462,0.41896,0.03794,0.07231,-0.082,-0.238,207.95833,buy,1.96154
2026-04-14 16:05:04,Global,GOOGL,GOOGL,2026-04-14 15:30:00,331.56500244140625,332.2049865722656,331.4200134277344,332.2049865722656,1072234.0,332.2049865722656,321.35,324.8599853515625,333.2799987792969,323.75,18896545.0,4018683722564.6973,308.0063983154297,269.3019495391846,349.0,146.10000610351562,USD,NMS,Alphabet Inc.,Communication Services,Internet Content & Information,United States,1.128,30.75972,24.711271,9.670334,0.26,0.076799996,330.02,334.98,18896581.0,33563630.0,27378720.0,5822000000.0,10833589320.0,34.353,0.32810003,0.37278998,0.31568,0.59652,0.15427,0.35705003,0.18,0.311,375.9325,strong_buy,1.37313
2026-04-14 16:05:04,Global,JNJ,JNJ,2026-04-14 15:30:00,241.19500732421875,241.20030212402344,240.50999450683594,240.6300048828125,356081.0,240.6300048828125,238.71,235.00999450683594,242.19000244140625,233.25,6468604.0,579893992736.7646,240.87920074462892,201.06,251.7100067138672,146.1199951171875,USD,NYQ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,United States,0.329,21.796196,19.11511,7.105566,2.19,0.466,240.92,241.06,6468604.0,8628568.0,6867620.0,2408613219.0,2406091296.0,33.865,0.28456,0.35922,0.23966,0.68081003,0.086780004,0.35029998,0.091,0.486,241.91667,buy,2.12
2026-04-14 16:05:04,Global,JPM,JPM,2026-04-14 15:30:00,311.7749938964844,312.5,311.57000732421875,312.1700134277344,372026.0,312.1700134277344,313.0284,309.82000732421875,314.32000732421875,308.8699951171875,6799902.0,841932632718.7843,299.54900146484374,303.26050048828125,337.25,226.33999633789062,USD,NYQ,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,United States,1.043,15.6007,13.326896,2.4582639,1.91,0.2897,311.97,312.0,6799902.0,10704981.0,8917880.0,2682219629.0,2682522341.0,126.988,0.3391,0.0,0.41062,0.0,0.01354,0.16134001,0.025,-0.036,334.43478,buy,2.19231
2026-04-14 16:05:04,Global,LLY,LLY,2026-04-14 15:30:00,926.8900146484375,926.9000244140625,915.0399780273438,923.8250122070312,246044.0,923.8250122070312,929.6,925.0,939.9299926757812,915.0399780273438,1437696.0,826840714111.0469,984.0140063476563,902.6989028930664,1133.949951171875,623.780029296875,USD,NYQ,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,0.504,40.236282,21.987091,31.15242,0.67,0.26139998,918.38,919.05,1437696.0,3157243.0,2836400.0,893357420.0,890990023.0,29.655,0.31667,0.48625,0.44896,0.83044,0.19415002,1.01159,0.426,0.514,1209.6897,buy,1.70968
2026-04-14 16:05:04,Global,MA,MA,2026-04-14 15:30:00,510.82000732421875,511.1700134277344,510.3500061035156,510.9800109863281,119834.0,510.9800109863281,510.0,508.0,513.97998046875,506.69000244140625,1845890.0,456017807866.313,514.2303991699218,551.5935980224609,601.77001953125,480.5,USD,NYQ,Mastercard Incorporated,Financial Services,Credit Services,United States,0.831,30.91228,22.546625,59.04553,0.68,0.184,510.5,510.59,1845907.0,3860641.0,3497460.0,885216386.0,883991117.0,8.654,0.45646998,0.62651,0.57733,1.0,0.23719999,2.09915,0.176,0.242,657.1143,strong_buy,1.34211
2026-04-14 16:05:04,Global,META,META,2026-04-14 15:30:00,660.1199951171875,661.822509765625,660.010009765625,661.6849975585938,651786.0,661.6849975585938,638.1,643.0120239257812,666.260009765625,639.3704833984375,12496958.0,1673768901021.1675,631.5323974609375,682.3433990478516,796.25,479.79998779296875,USD,NMS,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,United States,1.309,28.180792,18.512487,7.7059293,0.33,0.08939999,661.57,661.86,12496960.0,16343945.0,18574960.0,2187177748.0,2183917005.0,85.867,0.30084,0.50701,0.41314998,0.81999,0.16212,0.30238,0.238,0.107,855.6793,strong_buy,1.34328
2026-04-14 16:05:04,Global,MSFT,MSFT,2026-04-14 15:30:00,391.27508544921875,392.30999755859375,390.92999267578125,391.5899963378906,2118461.0,391.5965881347656,386.66,387.8399963378906,394.69000244140625,386.5199890136719,26046225.0,2910493731818.667,392.9011993408203,473.63379974365233,555.4500122070312,355.6700134277344,USD,NMS,Microsoft Corporation,Technology,Software - Infrastructure,United States,1.107,24.489368,20.71061,7.442459,0.95,0.21280001,391.37,396.98,26048180.0,37192693.0,30832210.0,7425629076.0,7414787658.0,52.615,0.39044,0.57377,0.47094002,0.68586,0.1486,0.34390998,0.167,0.598,585.4065,strong_buy,1.27586
2026-04-14 16:05:04,Global,NVDA,NVDA,2026-04-14 15:30:00,194.5749969482422,195.5596923828125,194.56500244140625,195.5500030517578,9784592.0,195.5500030517578,189.0065,190.8300018310547,195.61990356445312,190.8000030517578,114339763.0,4752842824172.974,182.01379974365236,180.91690040588378,212.19000244140625,95.04000091552734,USD,NMS,NVIDIA Corporation,Technology,Semiconductors,United States,2.335,39.910183,17.540642,30.216301,0.02,0.0082,191.82,195.91,114338241.0,179173626.0,152104550.0,24300000000.0,23321925000.0,6.472,0.55603004,0.61698,0.65024,0.71068,0.51188,1.01485,0.732,0.956,268.22195,strong_buy,1.28333
